,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,y,predict,no,yes
471,32,blue-collar,married,secondary,no,-208,yes,yes,unknown,9,may,325,1,no,no,0.9988972337425148,0.0011027662574852
472,54,blue-collar,married,primary,no,781,yes,no,unknown,9,may,103,2,no,no,0.9999054174236252,9.458257637476668e-05
473,29,technician,single,tertiary,no,542,yes,no,unknown,9,may,338,3,no,no,0.9921871574747698,0.0078128425252302
474,37,blue-collar,divorced,secondary,no,-175,yes,no,unknown,9,may,182,1,no,no,0.9990126215124796,0.0009873784875203304
475,31,blue-collar,married,secondary,no,4471,yes,no,unknown,9,may,296,2,no,no,0.9916197378345754,0.0083802621654246
476,55,technician,married,secondary,no,2313,yes,no,unknown,9,may,551,2,no,no,0.8594075971039299,0.1405924028960701
477,57,management,married,secondary,no,0,yes,no,unknown,9,may,147,7,no,no,0.9998799236744128,0.00012007632558733752
478,38,entrepreneur,single,tertiary,no,638,yes,no,unknown,9,may,150,1,no,no,0.999175602410064,0.0008243975899360171
479,44,admin,married,secondary,no,469,yes,no,unknown,9,may,88,4,no,no,0.9998582671336164,0.0001417328663836963
480,34,blue-collar,single,primary,no,359,yes,no,unknown,9,may,154,3,no,no,0.9996890493090814,0.0003109506909185455
481,39,blue-collar,married,primary,no,105,yes,no,unknown,9,may,294,2,no,no,0.9984117539661288,0.0015882460338711
482,42,blue-collar,married,primary,no,0,yes,no,unknown,9,may,214,2,no,no,0.999444991645278,0.0005550083547220784
483,36,blue-collar,married,secondary,no,198,yes,no,unknown,9,may,400,2,no,no,0.9955451774157952,0.0044548225842048
484,55,blue-collar,married,secondary,no,-256,yes,yes,unknown,9,may,136,2,no,no,0.9999008730143922,9.91269856077954e-05
485,27,services,single,secondary,no,683,yes,no,unknown,9,may,44,3,no,no,0.9998088489121998,0.00019115108780017536
486,29,blue-collar,married,primary,no,608,yes,no,unknown,9,may,184,2,no,no,0.999675881017182,0.00032411898281793546
487,56,management,married,secondary,no,230,no,no,unknown,9,may,73,4,no,no,0.999908910967987,9.108903201307556e-05
488,29,admin,single,secondary,no,43,yes,no,unknown,9,may,179,2,no,no,0.9973578439323963,0.0026421560676036
489,59,blue-collar,married,secondary,no,1376,no,yes,unknown,9,may,61,4,no,no,0.999919701872544,8.029812745618278e-05
490,34,blue-collar,married,secondary,no,2137,no,no,unknown,9,may,245,4,no,no,0.997706067532142,0.0022939324678579
491,37,blue-collar,married,primary,no,2378,yes,no,unknown,9,may,460,2,no,no,0.972122433779166,0.0278775662208341
492,35,blue-collar,married,secondary,no,73,no,no,unknown,9,may,134,3,no,no,0.9997525405953446,0.000247459404655409
493,53,management,divorced,tertiary,no,0,no,no,unknown,9,may,44,2,no,no,0.999866876338998,0.00013312366100192983
494,38,self-employed,married,secondary,no,138,no,no,unknown,9,may,182,3,no,no,0.9994179984306144,0.000582001569385433
495,50,management,married,tertiary,no,3284,yes,no,unknown,9,may,51,3,no,no,0.999798550022946,0.00020144997705411364
496,30,services,married,secondary,no,152,yes,no,unknown,9,may,115,2,no,no,0.9998738720258326,0.00012612797416747606
497,41,management,single,tertiary,no,1696,yes,no,unknown,9,may,878,3,no,yes,0.485672233622177,0.514327766377823
498,32,self-employed,married,tertiary,no,312,yes,no,unknown,9,may,262,2,no,no,0.9986235810194046,0.0013764189805954
499,44,unemployed,married,secondary,no,-407,yes,no,unknown,9,may,119,2,no,no,0.9998988560990149,0.0001011439009852225
500,56,admin,divorced,secondary,yes,-435,yes,yes,unknown,9,may,185,2,no,no,0.9990876377983954,0.0009123622016046058
501,35,management,single,tertiary,no,123,yes,no,unknown,9,may,83,3,no,no,0.9998896626956244,0.00011033730437544092
502,30,admin,married,secondary,no,15,yes,no,unknown,9,may,257,1,no,no,0.994356227625138,0.0056437723748619
503,33,blue-collar,single,primary,no,447,yes,no,unknown,9,may,180,2,no,no,0.9995081183032656,0.0004918816967343172
504,53,blue-collar,married,primary,no,-864,yes,no,unknown,9,may,322,5,no,no,0.9985228305800936,0.0014771694199063
505,31,blue-collar,married,secondary,no,42,yes,no,unknown,9,may,210,3,no,no,0.9992606002431806,0.0007393997568193966
506,54,management,married,tertiary,no,154,no,no,unknown,9,may,155,3,no,no,0.999705217264322,0.0002947827356780733
507,36,technician,married,secondary,no,494,yes,no,unknown,9,may,83,3,no,no,0.9998949516474288,0.00010504835257125686
508,58,management,single,unknown,no,127,yes,no,unknown,9,may,244,5,no,no,0.9995205103556573,0.00047948964434274544
509,40,services,married,secondary,no,69,yes,no,unknown,9,may,143,3,no,no,0.9998600228515429,0.00013997714845715722
510,35,technician,married,unknown,no,86,yes,no,unknown,12,may,33,4,no,no,0.9999359198729464,6.408012705355936e-05
511,47,admin,single,secondary,no,15,no,no,unknown,12,may,181,4,no,no,0.9992439929390696,0.0007560070609302329
512,44,unemployed,married,secondary,no,304,yes,no,unknown,12,may,129,2,no,no,0.9998824736123968,0.00011752638760315371
513,25,management,married,tertiary,no,784,yes,yes,unknown,12,may,104,2,no,no,0.9998631057642298,0.00013689423577018116
514,55,retired,married,secondary,no,18722,yes,no,unknown,12,may,128,2,no,no,0.9999061061391138,9.389386088620818e-05
515,27,services,single,secondary,no,123,yes,no,unknown,12,may,105,3,no,no,0.999644434758377,0.00035556524162296454
516,40,technician,married,secondary,no,66,yes,no,unknown,12,may,29,8,no,no,0.9999341282822896,6.587171771047375e-05
517,25,technician,single,secondary,no,1135,yes,no,unknown,12,may,396,3,no,no,0.9704040395039136,0.0295959604960864
518,28,admin,married,secondary,no,-201,yes,no,unknown,12,may,286,4,no,no,0.9980002805965246,0.0019997194034754
519,40,services,single,secondary,no,-278,yes,no,unknown,12,may,400,3,no,no,0.979859300999599,0.020140699000401
520,51,blue-collar,married,primary,yes,-283,yes,no,unknown,12,may,38,4,no,no,0.9999221142038436,7.78857961563876e-05
521,35,self-employed,married,tertiary,no,247,yes,no,unknown,12,may,167,2,no,no,0.9996119718756769,0.0003880281243231499
522,40,services,single,secondary,no,737,yes,no,unknown,12,may,117,2,no,no,0.999728731502986,0.000271268497014082
523,31,technician,married,secondary,no,286,no,no,unknown,12,may,177,4,no,no,0.9992229627223532,0.0007770372776467288
524,32,management,single,tertiary,no,311,no,no,unknown,12,may,757,2,yes,yes,0.7340157307467639,0.2659842692532361
525,31,blue-collar,single,secondary,no,2597,yes,no,unknown,12,may,189,1,no,no,0.9967984829473264,0.0032015170526736
526,25,services,married,secondary,no,-454,yes,no,unknown,12,may,24,1,no,no,0.999936935393092,6.306460690790317e-05
527,47,blue-collar,married,primary,no,304,yes,no,unknown,12,may,185,1,no,no,0.9994665312165448,0.000533468783455104
528,33,blue-collar,married,primary,no,211,yes,no,unknown,12,may,172,2,no,no,0.999749728856439,0.0002502711435610199
529,42,management,single,tertiary,no,196,yes,no,unknown,12,may,325,3,no,no,0.9975951202241972,0.0024048797758026
530,52,blue-collar,single,primary,no,210,yes,no,unknown,12,may,154,1,no,no,0.9994798136348334,0.0005201863651666098
531,56,blue-collar,divorced,secondary,no,75,yes,no,unknown,12,may,136,2,no,no,0.9994946340874163,0.0005053659125836002
532,43,blue-collar,married,primary,no,1558,yes,no,unknown,12,may,110,3,no,no,0.9998787196380706,0.00012128036192933232
533,37,technician,married,secondary,no,1047,yes,yes,unknown,12,may,151,1,no,no,0.999624236082029,0.0003757639179710064
534,35,blue-collar,married,secondary,no,362,yes,no,unknown,12,may,363,2,no,no,0.997548100951668,0.0024518990483321
535,41,self-employed,married,secondary,no,304,yes,no,unknown,12,may,1147,2,no,yes,0.6173345256502794,0.3826654743497207
536,26,blue-collar,married,secondary,no,288,yes,no,unknown,12,may,49,2,no,no,0.9999348897533352,6.511024666479462e-05
537,36,blue-collar,married,primary,no,650,yes,no,unknown,12,may,170,2,no,no,0.999688879171245,0.00031112082875497726
538,32,entrepreneur,married,tertiary,no,108,yes,yes,unknown,12,may,112,1,no,no,0.9998879643164276,0.00011203568357230823
539,27,blue-collar,single,secondary,no,3675,no,no,unknown,12,may,101,2,no,no,0.9995554246513524,0.0004445753486475462
540,29,entrepreneur,single,tertiary,no,11,yes,no,unknown,12,may,214,4,no,no,0.9983264424258836,0.0016735575741163
541,48,services,married,secondary,no,194,yes,yes,unknown,12,may,290,6,no,no,0.9987198814031432,0.0012801185968568
542,33,management,single,tertiary,no,1011,yes,no,unknown,12,may,1495,4,no,yes,0.4115543719379283,0.5884456280620717
543,39,blue-collar,single,primary,no,446,yes,no,unknown,12,may,183,1,no,no,0.9992285710691672,0.0007714289308327932
544,37,blue-collar,single,secondary,no,115,yes,no,unknown,12,may,74,1,no,no,0.9998830379793904,0.00011696202060949898
545,29,blue-collar,married,secondary,no,177,yes,no,unknown,12,may,146,3,no,no,0.9997413341292928,0.00025866587070725016
546,29,blue-collar,married,secondary,no,-28,yes,no,unknown,12,may,393,1,no,no,0.9854439475640574,0.0145560524359425
547,24,blue-collar,married,secondary,no,951,yes,no,unknown,12,may,744,2,no,no,0.7702067813324021,0.2297932186675979
548,26,admin,single,secondary,no,586,yes,yes,unknown,12,may,215,1,no,no,0.9985035426792074,0.0014964573207925
549,35,management,single,tertiary,no,244,yes,no,unknown,12,may,225,1,no,no,0.99863955553882,0.0013604444611801
550,31,admin,single,secondary,no,130,yes,yes,unknown,12,may,132,1,no,no,0.999621706422281,0.0003782935777190579
551,30,services,single,secondary,no,290,yes,no,unknown,12,may,446,1,no,no,0.9866553106921782,0.0133446893078218
552,31,blue-collar,single,primary,no,985,yes,no,unknown,12,may,178,2,no,no,0.9991958038152836,0.000804196184716297
553,23,admin,single,secondary,no,290,yes,no,unknown,12,may,163,4,no,no,0.9979810482516898,0.0020189517483102
554,54,entrepreneur,divorced,secondary,no,104,yes,no,unknown,12,may,391,1,no,no,0.9934419154210312,0.0065580845789688
555,25,technician,single,secondary,no,276,yes,no,unknown,12,may,268,4,no,no,0.9951406872139597,0.0048593127860404
556,56,admin,married,secondary,no,2087,yes,no,unknown,12,may,146,1,no,no,0.999239138305734,0.0007608616942661212
557,23,student,single,tertiary,no,250,yes,no,unknown,12,may,166,2,no,no,0.997819795044558,0.0021802049554421
558,35,admin,single,secondary,no,855,yes,no,unknown,12,may,241,3,no,no,0.9977678301697273,0.0022321698302728
559,28,blue-collar,single,secondary,no,2845,yes,no,unknown,12,may,182,2,no,no,0.9974435992312872,0.0025564007687128
560,38,blue-collar,single,secondary,no,-329,yes,no,unknown,12,may,86,4,no,no,0.9999231335117056,7.68664882944232e-05
561,48,housemaid,divorced,primary,no,26,yes,no,unknown,12,may,311,3,no,no,0.9981623306533918,0.0018376693466082
562,36,entrepreneur,married,primary,no,177,yes,no,unknown,12,may,63,5,no,no,0.999943313706738,5.6686293261990334e-05
563,28,technician,single,secondary,no,205,yes,no,unknown,12,may,92,3,no,no,0.9995663511901554,0.0004336488098446583
564,38,management,married,tertiary,no,762,yes,no,unknown,12,may,163,2,no,no,0.9997014468603962,0.0002985531396038512
565,40,technician,married,secondary,no,2576,yes,yes,unknown,12,may,10,11,no,no,0.9999297134431632,7.028655683694974e-05
566,46,entrepreneur,married,tertiary,no,-43,no,no,unknown,12,may,138,8,no,no,0.9998151293783348,0.00018487062166531396
567,48,technician,divorced,secondary,no,40,no,no,unknown,12,may,300,3,no,no,0.997935655129618,0.002064344870382
568,38,blue-collar,married,secondary,no,332,yes,no,unknown,12,may,184,4,no,no,0.9995843897020372,0.0004156102979627543
569,32,management,married,tertiary,no,-24,yes,no,unknown,12,may,93,4,no,no,0.9999153461763964,8.465382360369867e-05
570,53,blue-collar,married,primary,no,6386,yes,no,unknown,12,may,170,8,no,no,0.999735185110855,0.0002648148891449741
571,29,blue-collar,single,secondary,no,16,no,no,unknown,12,may,197,3,no,no,0.9990641792867042,0.0009358207132958376
572,53,blue-collar,single,unknown,no,0,no,no,unknown,12,may,140,7,no,no,0.9998851257497932,0.00011487425020677328
573,57,blue-collar,married,primary,yes,0,yes,no,unknown,12,may,73,3,no,no,0.999906143764831,9.385623516895904e-05
574,50,blue-collar,married,primary,no,-37,yes,no,unknown,12,may,78,3,no,no,0.9999143188933608,8.568110663919485e-05
575,36,blue-collar,single,secondary,no,90,yes,no,unknown,12,may,13,5,no,no,0.9999304118106456,6.958818935450869e-05
576,39,admin,single,secondary,no,1242,yes,no,unknown,12,may,303,3,no,no,0.9924464305244016,0.0075535694755982
577,30,technician,single,secondary,no,317,yes,no,unknown,12,may,246,6,no,no,0.9983969644948392,0.0016030355051608
578,33,blue-collar,divorced,secondary,no,176,yes,no,unknown,12,may,157,5,no,no,0.9995480322263496,0.000451967773650258
579,25,admin,single,secondary,no,1,yes,yes,unknown,12,may,24,12,no,no,0.9999200591020988,7.994089790116589e-05
580,35,blue-collar,married,primary,no,-12,yes,no,unknown,12,may,212,5,no,no,0.9996651009669154,0.00033489903308456595
581,43,blue-collar,married,primary,no,1401,yes,no,unknown,12,may,195,2,no,no,0.9993651903911628,0.0006348096088373194
582,55,blue-collar,married,primary,no,431,yes,no,unknown,12,may,68,2,no,no,0.9999276875580428,7.231244195732213e-05
583,49,technician,divorced,secondary,no,265,yes,no,unknown,12,may,274,6,no,no,0.998339699513181,0.001660300486819
584,46,unemployed,divorced,secondary,no,41,yes,no,unknown,12,may,249,4,no,no,0.9985047674330504,0.0014952325669494
585,46,admin,married,secondary,no,250,no,no,unknown,13,may,85,2,no,no,0.9997733941351132,0.00022660586488688745
586,39,blue-collar,married,secondary,no,130,yes,no,unknown,13,may,141,6,no,no,0.9998851776387196,0.00011482236128049951
587,28,technician,married,secondary,no,487,yes,no,unknown,13,may,176,4,no,no,0.9994610210490668,0.0005389789509331083
588,52,services,married,tertiary,no,1135,yes,yes,unknown,13,may,514,5,no,no,0.9354345097432296,0.0645654902567704
589,35,blue-collar,married,primary,no,414,no,no,unknown,13,may,504,4,yes,no,0.9204913756706504,0.0795086243293496
590,44,technician,single,tertiary,no,166,yes,no,unknown,13,may,267,3,no,no,0.9979024867906992,0.0020975132093008
591,26,technician,single,secondary,no,8,no,no,unknown,13,may,147,1,no,no,0.998974936108408,0.0010250638915919
592,31,admin,single,secondary,no,296,yes,no,unknown,13,may,161,1,no,no,0.9989224835751994,0.0010775164248006
593,25,blue-collar,single,primary,no,17,yes,no,unknown,13,may,97,2,no,no,0.999669667340571,0.0003303326594289
594,31,blue-collar,married,secondary,no,2577,yes,no,unknown,13,may,611,2,no,no,0.8226347875308542,0.1773652124691458
595,26,services,married,secondary,no,54,yes,no,unknown,13,may,116,1,no,no,0.999875465682665,0.00012453431733493758
596,32,management,single,tertiary,yes,-3,yes,no,unknown,13,may,500,2,no,no,0.8284355669661485,0.1715644330338515
597,30,admin,single,secondary,no,1374,yes,no,unknown,13,may,207,1,no,no,0.9938462676525608,0.0061537323474391
598,36,blue-collar,married,secondary,no,-195,yes,no,unknown,13,may,229,1,no,no,0.9985777337734388,0.0014222662265611
599,30,technician,single,secondary,no,-208,yes,yes,unknown,13,may,108,1,no,no,0.9998606614214414,0.00013933857855867596
600,28,blue-collar,married,primary,no,286,yes,no,unknown,13,may,237,1,no,no,0.9989729438151772,0.0010270561848226
601,53,services,married,secondary,no,367,yes,yes,unknown,13,may,284,2,no,no,0.9984734919689204,0.0015265080310796
602,33,blue-collar,married,primary,no,1309,yes,no,unknown,13,may,262,1,no,no,0.9981795219872406,0.0018204780127594
603,24,blue-collar,single,secondary,no,-10,yes,no,unknown,13,may,106,1,no,no,0.99933092752461,0.0006690724753899901
604,23,admin,single,secondary,no,5,yes,no,unknown,13,may,93,1,no,no,0.9989304466414904,0.0010695533585096
605,27,blue-collar,single,secondary,no,71,yes,no,unknown,13,may,174,1,no,no,0.9977721538085124,0.0022278461914875
606,23,admin,single,secondary,no,281,yes,no,unknown,13,may,124,1,no,no,0.9976398100183844,0.0023601899816156
607,59,retired,divorced,unknown,no,-49,yes,no,unknown,13,may,248,2,no,no,0.998640232924492,0.001359767075508
608,30,services,married,secondary,yes,-846,yes,no,unknown,13,may,117,1,no,no,0.9996827346814888,0.0003172653185112564
609,31,technician,married,secondary,no,2363,yes,no,unknown,13,may,247,1,no,no,0.9949432633449796,0.0050567366550204
610,34,management,married,tertiary,no,1557,yes,yes,unknown,13,may,213,1,no,no,0.9992229229497324,0.0007770770502677344
611,40,blue-collar,married,primary,no,-166,yes,no,unknown,13,may,136,1,no,no,0.9998354377884956,0.00016456221150425006
612,39,admin,divorced,secondary,no,-141,yes,no,unknown,13,may,148,1,no,no,0.9967072985178514,0.0032927014821485
613,25,blue-collar,single,secondary,no,-250,yes,no,unknown,13,may,456,1,no,no,0.9479438935880647,0.0520561064119351
614,49,self-employed,married,tertiary,no,2199,yes,no,unknown,13,may,98,1,no,no,0.9995973067905464,0.0004026932094535815
615,44,management,married,tertiary,no,0,no,no,unknown,13,may,27,1,no,no,0.9999008787198156,9.912128018432363e-05
616,54,blue-collar,married,unknown,no,363,yes,no,unknown,13,may,202,1,no,no,0.9993130411293996,0.0006869588706004703
617,55,technician,married,unknown,no,1192,yes,no,unknown,13,may,481,1,no,no,0.9178386379547876,0.0821613620452125
618,59,retired,married,secondary,no,2376,no,no,unknown,13,may,766,1,no,yes,0.6687386172639459,0.3312613827360541
619,47,admin,married,secondary,no,3960,yes,no,unknown,13,may,110,1,no,no,0.999582383623146,0.0004176163768540445
620,45,technician,married,secondary,no,639,yes,no,unknown,13,may,192,1,no,no,0.9987491673227774,0.0012508326772226
621,35,technician,single,secondary,no,2144,yes,no,unknown,13,may,188,2,no,no,0.9983930932899708,0.0016069067100292
622,48,services,married,secondary,no,1199,yes,no,unknown,13,may,76,1,no,no,0.999887521279759,0.00011247872024098595
623,45,management,married,tertiary,no,849,no,no,unknown,13,may,60,1,no,no,0.9998876811330412,0.0001123188669588642
624,54,retired,married,primary,no,0,yes,no,unknown,13,may,106,1,no,no,0.9998574178032624,0.000142582196737654
625,44,technician,married,tertiary,no,0,yes,yes,unknown,13,may,127,2,no,no,0.9997504756283002,0.00024952437169977203
626,44,management,married,tertiary,no,6203,yes,yes,unknown,13,may,129,1,no,no,0.9998883630069813,0.00011163699301874757
627,46,entrepreneur,single,tertiary,no,580,yes,no,unknown,13,may,36,1,no,no,0.9996761142005864,0.0003238857994136256
628,49,entrepreneur,divorced,secondary,no,159,yes,no,unknown,13,may,95,3,no,no,0.999819115077174,0.00018088492282600444
629,59,retired,married,tertiary,no,-892,yes,no,unknown,13,may,129,1,no,no,0.9997166038060564,0.00028339619394345656
630,52,technician,married,secondary,no,11,yes,no,unknown,13,may,420,1,no,no,0.9949679984902264,0.0050320015097736
631,56,retired,married,secondary,no,296,yes,no,unknown,13,may,128,1,no,no,0.9997461666744524,0.00025383332554748607
632,25,management,single,tertiary,no,1270,yes,no,unknown,13,may,124,2,no,no,0.9988887495442754,0.0011112504557246
633,53,retired,married,secondary,no,-27,no,no,unknown,13,may,209,9,no,no,0.9993174785152896,0.0006825214847103422
634,34,management,married,tertiary,no,402,yes,no,unknown,13,may,813,2,no,no,0.7670486169295,0.2329513830705
635,45,blue-collar,married,secondary,no,105,yes,yes,unknown,13,may,119,1,no,no,0.9998861798073764,0.00011382019262347986
636,53,retired,married,tertiary,no,1691,no,no,unknown,13,may,916,2,no,yes,0.4784170638851969,0.5215829361148031
637,26,technician,married,tertiary,no,8,yes,yes,unknown,13,may,262,2,no,no,0.9983896346609904,0.0016103653390096
638,37,entrepreneur,divorced,secondary,no,175,yes,yes,unknown,13,may,753,6,yes,no,0.772263932815001,0.2277360671849989
639,41,blue-collar,married,primary,no,1135,yes,no,unknown,13,may,265,1,no,no,0.9979996419109282,0.0020003580890718
640,27,blue-collar,single,secondary,no,1311,yes,no,unknown,13,may,805,2,no,yes,0.6183497433184972,0.3816502566815028
641,39,admin,single,secondary,no,14,yes,yes,unknown,13,may,19,9,no,no,0.9999271970278116,7.280297218830168e-05
642,54,housemaid,married,secondary,no,42,yes,no,unknown,13,may,514,5,no,no,0.9673365042277214,0.0326634957722785
643,45,admin,married,secondary,no,985,yes,no,unknown,13,may,390,1,no,no,0.9830608247353289,0.0169391752646712
644,55,retired,married,secondary,no,708,yes,no,unknown,13,may,901,2,no,yes,0.6333782777542475,0.3666217222457525
645,54,technician,divorced,secondary,no,51,yes,no,unknown,13,may,123,1,no,no,0.9995576104893842,0.0004423895106158243
646,43,blue-collar,divorced,primary,no,42,no,no,unknown,13,may,188,1,no,no,0.9988400371416616,0.0011599628583385
647,46,management,married,tertiary,no,618,yes,no,unknown,13,may,54,3,no,no,0.9999111890502186,8.881094978144773e-05
648,57,management,divorced,unknown,no,0,no,no,unknown,13,may,95,1,no,no,0.9998337549237992,0.0001662450762009191
649,37,management,married,tertiary,no,1330,yes,no,unknown,13,may,60,1,no,no,0.9997772110636496,0.00022278893635035215
650,41,blue-collar,married,secondary,no,641,yes,no,unknown,13,may,161,1,no,no,0.9993400613927412,0.0006599386072587955
651,26,services,single,secondary,no,8206,yes,no,unknown,13,may,213,2,no,no,0.997385506699143,0.0026144933008569
652,49,services,married,secondary,no,254,yes,no,unknown,13,may,179,1,no,no,0.9993046050749004,0.0006953949250997611
653,39,blue-collar,married,secondary,no,1554,yes,no,unknown,13,may,378,1,no,no,0.9841909095001966,0.0158090904998033
654,47,services,divorced,secondary,no,743,yes,yes,unknown,13,may,367,1,no,no,0.9962501170246372,0.0037498829753629
655,40,services,married,primary,no,1117,yes,no,unknown,13,may,280,1,no,no,0.9979357741134496,0.0020642258865502
656,31,technician,married,secondary,no,106,yes,no,unknown,13,may,101,13,no,no,0.9998990808602268,0.00010091913977325246
657,48,management,married,tertiary,no,489,yes,no,unknown,13,may,60,1,no,no,0.9999093332695635,9.06667304364584e-05
658,46,technician,single,secondary,no,148,yes,no,unknown,13,may,210,1,no,no,0.9985538268589004,0.0014461731410996
659,47,blue-collar,married,primary,no,2466,yes,no,unknown,13,may,142,2,no,no,0.9998008200398476,0.00019917996015244603
660,47,blue-collar,married,unknown,no,1045,yes,no,unknown,13,may,411,2,no,no,0.98094472085565,0.0190552791443498
661,27,blue-collar,married,primary,yes,-588,no,no,unknown,13,may,531,2,no,no,0.91080064365758,0.0891993563424199
662,32,blue-collar,married,secondary,no,363,yes,no,unknown,13,may,431,1,no,no,0.992962119024326,0.0070378809756738
663,47,technician,married,secondary,no,449,yes,yes,unknown,13,may,92,4,no,no,0.9998837340887724,0.0001162659112276702
664,32,blue-collar,single,secondary,no,338,yes,no,unknown,13,may,73,3,no,no,0.9999102489619366,8.975103806336247e-05
665,30,management,single,tertiary,no,623,yes,no,unknown,13,may,159,2,no,no,0.9993388444825632,0.000661155517436858
666,36,blue-collar,divorced,secondary,no,719,yes,no,unknown,13,may,1052,1,no,yes,0.4348385215656203,0.5651614784343797
667,40,technician,married,secondary,no,93,yes,no,unknown,13,may,134,2,no,no,0.9997223336961084,0.0002776663038916629
668,31,blue-collar,married,secondary,no,822,yes,no,unknown,13,may,185,6,no,no,0.9995610033571712,0.00043899664282886217
669,26,blue-collar,single,secondary,no,-214,yes,no,unknown,13,may,86,4,no,no,0.9998037586269058,0.00019624137309412097
670,52,blue-collar,married,secondary,no,161,yes,no,unknown,13,may,274,2,no,no,0.9985617253844564,0.0014382746155436
671,42,blue-collar,divorced,secondary,no,-135,yes,no,unknown,13,may,15,11,no,no,0.9999360675129252,6.393248707486728e-05
672,48,technician,married,secondary,no,4265,yes,no,unknown,13,may,220,2,no,no,0.9956219765753432,0.0043780234246567
673,38,blue-collar,married,primary,no,0,no,no,unknown,13,may,209,2,no,no,0.9991925942327624,0.0008074057672374349
674,37,admin,married,secondary,no,1026,yes,no,unknown,13,may,389,2,no,no,0.9767457007680272,0.0232542992319728
675,33,blue-collar,divorced,secondary,no,-238,yes,no,unknown,13,may,73,2,no,no,0.9999016647709836,9.833522901623311e-05
676,35,blue-collar,divorced,primary,no,300,yes,no,unknown,13,may,945,2,yes,yes,0.4690841240491636,0.5309158759508363
677,50,blue-collar,married,primary,no,419,yes,no,unknown,13,may,116,4,no,no,0.99990389370258,9.61062974201248e-05
678,43,technician,married,secondary,no,3285,yes,no,unknown,13,may,1721,2,yes,yes,0.4259193946839189,0.5740806053160811
679,58,unknown,divorced,secondary,no,3111,yes,no,unknown,13,may,166,2,no,no,0.998783174337152,0.0012168256628481
680,25,technician,single,tertiary,no,640,yes,no,unknown,13,may,492,2,no,no,0.8776762630211087,0.1223237369788913
681,38,blue-collar,married,unknown,no,113,no,no,unknown,13,may,25,10,no,no,0.9999331347571436,6.686524285638124e-05
682,28,technician,single,secondary,no,468,yes,no,unknown,13,may,152,3,no,no,0.9983547874733782,0.0016452125266217
683,57,technician,divorced,secondary,no,0,yes,no,unknown,14,may,360,2,no,no,0.9978205707525246,0.0021794292474754
684,46,admin,married,secondary,no,120,yes,no,unknown,14,may,20,11,no,no,0.9999009639147642,9.903608523575754e-05
685,27,blue-collar,married,secondary,no,362,yes,no,unknown,14,may,332,2,no,no,0.9972117834118936,0.0027882165881064
686,58,admin,married,secondary,no,749,yes,no,unknown,14,may,151,2,no,no,0.9993194991762124,0.0006805008237875628
687,52,technician,married,secondary,no,0,yes,yes,unknown,14,may,77,2,no,no,0.9998998672367247,0.0001001327632751027
688,31,blue-collar,married,secondary,no,369,yes,yes,unknown,14,may,89,2,no,no,0.999904640963614,9.535903638608748e-05
689,31,blue-collar,married,primary,no,591,yes,no,unknown,14,may,287,3,no,no,0.9981211955383356,0.0018788044616644
690,44,blue-collar,married,secondary,no,0,yes,no,unknown,14,may,101,2,no,no,0.9998657530405142,0.00013424695948587517
691,54,technician,divorced,secondary,no,447,yes,no,unknown,14,may,146,4,no,no,0.9995315104757204,0.0004684895242796536
692,48,blue-collar,married,primary,no,5154,yes,no,unknown,14,may,70,1,no,no,0.9998855129029594,0.00011448709704065404
693,42,services,married,primary,no,5879,yes,no,unknown,14,may,162,1,no,no,0.999715404161196,0.0002845958388041045
694,48,management,married,primary,no,247,yes,yes,unknown,14,may,145,1,no,no,0.999867570876782,0.0001324291232178399
695,28,management,single,tertiary,no,202,yes,no,unknown,14,may,163,3,no,no,0.9987478286464522,0.0012521713535478
696,54,blue-collar,married,secondary,no,532,yes,no,unknown,14,may,220,1,no,no,0.998896574214277,0.0011034257857229
697,46,blue-collar,married,secondary,no,6085,yes,yes,unknown,14,may,311,2,no,no,0.9936408251372306,0.0063591748627693
698,39,technician,married,secondary,yes,-183,yes,no,unknown,14,may,202,2,no,no,0.9994268223937744,0.0005731776062255788
699,40,blue-collar,married,secondary,no,30,yes,no,unknown,14,may,168,3,no,no,0.999575533684502,0.0004244663154980072
700,48,blue-collar,divorced,primary,no,24,yes,no,unknown,14,may,832,1,yes,yes,0.5437570789237022,0.4562429210762978
701,53,technician,divorced,secondary,no,522,yes,no,unknown,14,may,230,1,no,no,0.9981093835892038,0.0018906164107961
702,40,technician,married,secondary,no,770,yes,no,unknown,14,may,200,1,no,no,0.9986867709098572,0.0013132290901428
703,59,retired,divorced,primary,no,1534,yes,no,unknown,14,may,278,1,no,no,0.9935135797998385,0.0064864202001617
704,44,services,single,secondary,no,0,yes,no,unknown,14,may,179,1,no,no,0.9989139584695138,0.0010860415304862
705,46,blue-collar,single,secondary,no,2401,yes,no,unknown,14,may,218,2,no,no,0.998407047026578,0.0015929529734219
706,29,admin,single,secondary,no,993,no,no,unknown,14,may,105,1,no,no,0.9978013869273598,0.0021986130726402
707,45,management,single,tertiary,no,1088,no,no,unknown,14,may,132,1,no,no,0.9992924368057426,0.0007075631942573269
708,35,technician,married,secondary,no,51,yes,no,unknown,14,may,824,2,no,no,0.8074151952687327,0.1925848047312673
709,41,blue-collar,single,primary,no,1618,yes,no,unknown,14,may,1553,1,yes,yes,0.3165400491755789,0.6834599508244211
